Unnamed: 0,invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total_price,hour,day_name,month,shift,revenue,profit
3126,3127,WALM008,Corpus Christi,Home and lifestyle,57.0,3.0,2020-07-03,2026-01-09 19:25:00,Ewallet,8.0,0.48,171.0,19,Friday,7,Evening,171.0,82.08
3127,3128,WALM033,Pearland,Fashion accessories,21.0,1.0,2020-03-07,2026-01-09 19:10:00,Ewallet,8.0,0.48,21.0,19,Saturday,3,Evening,21.0,10.08
3128,3129,WALM007,Arlington,Home and lifestyle,40.0,1.0,2022-03-20,2026-01-09 11:34:00,Ewallet,8.0,0.48,40.0,11,Sunday,3,Morning,40.0,19.2
3129,3130,WALM079,La Porte,Fashion accessories,63.0,1.0,2023-01-25,2026-01-09 16:07:00,Ewallet,5.0,0.33,63.0,16,Wednesday,1,Afternoon,63.0,20.790000000000003
3130,3131,WALM034,College Station,Home and lifestyle,27.0,1.0,2021-04-17,2026-01-09 13:00:00,Ewallet,4.0,0.48,27.0,13,Saturday,4,Afternoon,27.0,12.959999999999999
3131,3132,WALM005,Fort Worth,Fashion accessories,57.0,3.0,2023-05-29,2026-01-09 14:36:00,Ewallet,7.0,0.48,171.0,14,Monday,5,Afternoon,171.0,82.08
3132,3133,WALM004,Austin,Home and lifestyle,82.0,3.0,2020-06-26,2026-01-09 12:45:00,Ewallet,6.0,0.48,246.0,12,Friday,6,Afternoon,246.0,118.08
3133,3134,WALM040,Edinburg,Fashion accessories,85.0,2.0,2020-08-29,2026-01-09 21:39:00,Ewallet,4.0,0.48,170.0,21,Saturday,8,Evening,170.0,81.6
3134,3135,WALM096,Eagle Pass,Home and lifestyle,85.0,1.0,2020-08-19,2026-01-09 19:09:00,Ewallet,8.0,0.33,85.0,19,Wednesday,8,Evening,85.0,28.05
3135,3136,WALM088,Cleburne,Fashion accessories,58.0,2.0,2022-07-17,2026-01-09 08:44:00,Ewallet,4.0,0.33,116.0,8,Sunday,7,Morning,116.0,38.28
3136,3137,WALM071,Lufkin,Home and lifestyle,36.0,3.0,2022-06-12,2026-01-09 13:08:00,Ewallet,6.0,0.33,108.0,13,Sunday,6,Afternoon,108.0,35.64
3137,3138,WALM060,DeSoto,Fashion accessories,43.0,2.0,2021-09-18,2026-01-09 10:18:00,Ewallet,6.0,0.33,86.0,10,Saturday,9,Morning,86.0,28.380000000000003
3138,3139,WALM017,McKinney,Home and lifestyle,45.0,3.0,2023-10-07,2026-01-09 06:39:00,Ewallet,6.0,0.48,135.0,6,Saturday,10,Morning,135.0,64.8
3139,3140,WALM053,Conroe,Fashion accessories,40.0,1.0,2021-05-13,2026-01-09 09:10:00,Ewallet,4.0,0.21,40.0,9,Thursday,5,Morning,40.0,8.4
3140,3141,WALM091,Little Elm,Home and lifestyle,49.0,2.0,2022-03-01,2026-01-09 12:25:00,Ewallet,6.0,0.33,98.0,12,Tuesday,3,Afternoon,98.0,32.34
3141,3142,WALM004,Austin,Fashion accessories,67.0,2.0,2020-02-10,2026-01-09 07:49:00,Ewallet,6.0,0.48,134.0,7,Monday,2,Morning,134.0,64.32
3142,3143,WALM042,Bryan,Home and lifestyle,25.0,3.0,2021-09-10,2026-01-09 18:20:00,Ewallet,6.0,0.48,75.0,18,Friday,9,Evening,75.0,36.0
3143,3144,WALM092,Lake Jackson,Fashion accessories,61.0,3.0,2022-05-22,2026-01-09 16:15:00,Ewallet,6.0,0.33,183.0,16,Sunday,5,Afternoon,183.0,60.39
3144,3145,WALM045,Missouri City,Home and lifestyle,64.0,3.0,2020-05-05,2026-01-09 13:36:00,Credit card,8.0,0.48,192.0,13,Tuesday,5,Afternoon,192.0,92.16
3145,3146,WALM053,Conroe,Fashion accessories,77.0,1.0,2021-04-17,2026-01-09 17:12:00,Ewallet,7.0,0.21,77.0,17,Saturday,4,Afternoon,77.0,16.169999999999998
3146,3147,WALM083,Farmers Branch,Home and lifestyle,85.0,2.0,2021-02-13,2026-01-09 22:58:00,Ewallet,8.0,0.33,170.0,22,Saturday,2,Evening,170.0,56.1
3147,3148,WALM001,Houston,Fashion accessories,54.0,1.0,2020-04-07,2026-01-09 19:20:00,Ewallet,5.0,0.36,54.0,19,Tuesday,4,Evening,54.0,19.439999999999998
3148,3149,WALM094,Alamo,Home and lifestyle,60.0,1.0,2021-10-22,2026-01-09 13:06:00,Ewallet,6.0,0.33,60.0,13,Friday,10,Afternoon,60.0,19.8
3149,3150,WALM023,Midland,Fashion accessories,78.0,3.0,2023-04-27,2026-01-09 16:52:00,Ewallet,9.0,0.48,234.0,16,Thursday,4,Afternoon,234.0,112.32
3150,3151,WALM051,New Braunfels,Home and lifestyle,64.0,1.0,2023-09-26,2026-01-09 12:03:00,Ewallet,8.0,0.48,64.0,12,Tuesday,9,Afternoon,64.0,30.72
3151,3152,WALM019,Pasadena,Fashion accessories,63.0,2.0,2022-09-30,2026-01-09 19:15:00,Ewallet,7.0,0.48,126.0,19,Friday,9,Evening,126.0,60.48
3152,3153,WALM011,Lubbock,Home and lifestyle,58.0,3.0,2023-10-30,2026-01-09 14:54:00,Ewallet,8.0,0.48,174.0,14,Monday,10,Afternoon,174.0,83.52
3153,3154,WALM015,Grand Prairie,Fashion accessories,62.0,2.0,2021-06-03,2026-01-09 09:24:00,Ewallet,5.0,0.48,124.0,9,Thursday,6,Morning,124.0,59.519999999999996
3154,3155,WALM008,Corpus Christi,Home and lifestyle,52.0,3.0,2021-05-08,2026-01-09 21:07:00,Ewallet,6.0,0.48,156.0,21,Saturday,5,Evening,156.0,74.88
3155,3156,WALM049,North Richland Hills,Fashion accessories,43.0,3.0,2020-12-18,2026-01-09 08:38:00,Ewallet,5.0,0.48,129.0,8,Friday,12,Morning,129.0,61.919999999999995
3156,3157,WALM040,Edinburg,Home and lifestyle,21.0,1.0,2021-10-26,2026-01-09 07:17:00,Ewallet,4.0,0.48,21.0,7,Tuesday,10,Morning,21.0,10.08
3157,3158,WALM057,Euless,Fashion accessories,30.0,3.0,2020-03-26,2026-01-09 18:40:00,Ewallet,4.0,0.33,90.0,18,Thursday,3,Evening,90.0,29.700000000000003
3158,3159,WALM076,Huntsville,Home and lifestyle,47.0,3.0,2021-08-12,2026-01-09 19:16:00,Ewallet,8.0,0.33,141.0,19,Thursday,8,Evening,141.0,46.53
3159,3160,WALM053,Conroe,Fashion accessories,42.0,1.0,2023-06-26,2026-01-09 06:58:00,Ewallet,9.0,0.21,42.0,6,Monday,6,Morning,42.0,8.82
3160,3161,WALM064,Bedford,Home and lifestyle,63.0,1.0,2022-05-07,2026-01-09 15:23:00,Ewallet,9.0,0.33,63.0,15,Saturday,5,Afternoon,63.0,20.790000000000003
3161,3162,WALM007,Arlington,Fashion accessories,51.0,2.0,2023-07-27,2026-01-09 09:53:00,Ewallet,8.0,0.48,102.0,9,Thursday,7,Morning,102.0,48.96
3162,3163,WALM061,Cedar Park,Home and lifestyle,54.0,3.0,2021-09-30,2026-01-09 06:49:00,Ewallet,5.0,0.33,162.0,6,Thursday,9,Morning,162.0,53.46
3163,3164,WALM100,Canyon,Fashion accessories,17.0,3.0,2023-09-28,2026-01-09 12:53:00,Ewallet,6.0,0.18,51.0,12,Thursday,9,Afternoon,51.0,9.18
3164,3165,WALM080,Nacogdoches,Home and lifestyle,51.0,2.0,2020-06-28,2026-01-09 21:27:00,Ewallet,6.0,0.33,102.0,21,Sunday,6,Evening,102.0,33.660000000000004
3165,3166,WALM071,Lufkin,Fashion accessories,30.0,2.0,2022-09-07,2026-01-09 18:19:00,Ewallet,8.0,0.33,60.0,18,Wednesday,9,Evening,60.0,19.8
3166,3167,WALM047,Flower Mound,Home and lifestyle,33.0,2.0,2023-06-15,2026-01-09 10:00:00,Ewallet,7.0,0.48,66.0,10,Thursday,6,Morning,66.0,31.68
3167,3168,WALM052,Mansfield,Fashion accessories,43.0,1.0,2021-05-01,2026-01-09 09:15:00,Ewallet,7.0,0.57,43.0,9,Saturday,5,Morning,43.0,24.509999999999998
3168,3169,WALM015,Grand Prairie,Home and lifestyle,42.0,3.0,2022-05-01,2026-01-09 09:56:00,Ewallet,5.0,0.48,126.0,9,Sunday,5,Morning,126.0,60.48
3169,3170,WALM063,Georgetown,Fashion accessories,53.0,3.0,2023-02-21,2026-01-09 12:01:00,Ewallet,4.0,0.33,159.0,12,Tuesday,2,Afternoon,159.0,52.470000000000006
3170,3171,WALM047,Flower Mound,Home and lifestyle,71.0,3.0,2023-05-06,2026-01-09 07:03:00,Ewallet,6.0,0.48,213.0,7,Saturday,5,Morning,213.0,102.24
3171,3172,WALM076,Huntsville,Fashion accessories,24.0,1.0,2021-01-12,2026-01-09 09:32:00,Ewallet,8.0,0.33,24.0,9,Tuesday,1,Morning,24.0,7.92
3172,3173,WALM012,Garland,Home and lifestyle,72.0,3.0,2021-03-30,2026-01-09 21:38:00,Ewallet,4.0,0.48,216.0,21,Tuesday,3,Evening,216.0,103.67999999999999
3173,3174,WALM071,Lufkin,Fashion accessories,37.0,2.0,2022-01-05,2026-01-09 06:28:00,Ewallet,4.0,0.33,74.0,6,Wednesday,1,Morning,74.0,24.42
3174,3175,WALM059,Pflugerville,Home and lifestyle,44.0,3.0,2021-07-01,2026-01-09 13:33:00,Ewallet,6.0,0.33,132.0,13,Thursday,7,Afternoon,132.0,43.56
3175,3176,WALM026,Denton,Fashion accessories,41.0,3.0,2023-06-25,2026-01-09 21:37:00,Ewallet,5.0,0.48,123.0,21,Sunday,6,Evening,123.0,59.04
3176,3177,WALM018,Frisco,Home and lifestyle,18.0,2.0,2022-10-10,2026-01-09 18:24:00,Ewallet,6.0,0.48,36.0,18,Monday,10,Evening,36.0,17.28
3177,3178,WALM096,Eagle Pass,Fashion accessories,53.0,2.0,2021-06-26,2026-01-09 17:52:00,Ewallet,9.0,0.18,106.0,17,Saturday,6,Afternoon,106.0,19.08
3178,3179,WALM062,Galveston,Home and lifestyle,80.0,1.0,2023-10-04,2026-01-09 15:10:00,Ewallet,6.0,0.33,80.0,15,Wednesday,10,Afternoon,80.0,26.400000000000002
3179,3180,WALM049,North Richland Hills,Fashion accessories,36.0,1.0,2021-10-27,2026-01-09 10:38:00,Ewallet,6.0,0.48,36.0,10,Wednesday,10,Morning,36.0,17.28
3180,3181,WALM027,Abilene,Home and lifestyle,82.0,1.0,2021-01-03,2026-01-09 14:34:00,Ewallet,4.0,0.48,82.0,14,Sunday,1,Afternoon,82.0,39.36
3181,3182,WALM057,Euless,Fashion accessories,69.0,2.0,2020-03-25,2026-01-09 22:24:00,Ewallet,6.0,0.33,138.0,22,Wednesday,3,Evening,138.0,45.54
3182,3183,WALM039,Longview,Home and lifestyle,52.0,1.0,2023-11-11,2026-01-09 07:32:00,Ewallet,8.0,0.48,52.0,7,Saturday,11,Morning,52.0,24.96
3183,3184,WALM014,Amarillo,Fashion accessories,48.0,3.0,2023-05-31,2026-01-09 17:52:00,Ewallet,7.0,0.48,144.0,17,Wednesday,5,Afternoon,144.0,69.12
3184,3185,WALM058,Port Arthur,Home and lifestyle,80.0,2.0,2020-03-19,2026-01-09 13:01:00,Ewallet,9.0,0.33,160.0,13,Thursday,3,Afternoon,160.0,52.800000000000004
3185,3186,WALM009,Plano,Fashion accessories,75.0,1.0,2021-05-09,2026-01-09 16:30:00,Ewallet,6.0,0.48,75.0,16,Sunday,5,Afternoon,75.0,36.0
3186,3187,WALM096,Eagle Pass,Home and lifestyle,50.0,1.0,2022-10-27,2026-01-09 20:53:00,Ewallet,6.0,0.33,50.0,20,Thursday,10,Evening,50.0,16.5
3187,3188,WALM081,Friendswood,Fashion accessories,37.0,3.0,2020-05-27,2026-01-09 21:37:00,Ewallet,9.0,0.33,111.0,21,Wednesday,5,Evening,111.0,36.63
3188,3189,WALM004,Austin,Home and lifestyle,72.0,1.0,2022-01-28,2026-01-09 15:15:00,Ewallet,6.0,0.48,72.0,15,Friday,1,Afternoon,72.0,34.56
3189,3190,WALM085,Kerrville,Fashion accessories,21.0,2.0,2023-07-20,2026-01-09 22:05:00,Ewallet,6.0,0.33,42.0,22,Thursday,7,Evening,42.0,13.860000000000001
3190,3191,WALM016,Brownsville,Home and lifestyle,60.0,1.0,2023-09-05,2026-01-09 07:28:00,Ewallet,5.0,0.48,60.0,7,Tuesday,9,Morning,60.0,28.799999999999997
3191,3192,WALM057,Euless,Fashion accessories,23.0,3.0,2020-11-04,2026-01-09 16:14:00,Ewallet,5.0,0.33,69.0,16,Wednesday,11,Afternoon,69.0,22.77
3192,3193,WALM005,Fort Worth,Home and lifestyle,35.0,3.0,2022-09-15,2026-01-09 07:31:00,Ewallet,9.0,0.48,105.0,7,Thursday,9,Morning,105.0,50.4
3193,3194,WALM022,Mesquite,Fashion accessories,48.0,3.0,2023-12-11,2026-01-09 18:01:00,Ewallet,4.0,0.48,144.0,18,Monday,12,Evening,144.0,69.12
3194,3195,WALM028,Odessa,Home and lifestyle,56.0,2.0,2022-06-09,2026-01-09 08:03:00,Ewallet,6.0,0.48,112.0,8,Thursday,6,Morning,112.0,53.76
3195,3196,WALM015,Grand Prairie,Fashion accessories,20.0,2.0,2021-12-10,2026-01-09 12:08:00,Ewallet,5.0,0.48,40.0,12,Friday,12,Afternoon,40.0,19.2
3196,3197,WALM085,Kerrville,Home and lifestyle,51.0,3.0,2022-04-03,2026-01-09 19:26:00,Ewallet,7.0,0.33,153.0,19,Sunday,4,Evening,153.0,50.49
3197,3198,WALM063,Georgetown,Fashion accessories,47.0,1.0,2020-01-05,2026-01-09 08:21:00,Ewallet,9.0,0.33,47.0,8,Sunday,1,Morning,47.0,15.510000000000002
3198,3199,WALM022,Mesquite,Home and lifestyle,41.0,3.0,2023-11-22,2026-01-09 07:13:00,Ewallet,5.0,0.48,123.0,7,Wednesday,11,Morning,123.0,59.04
3199,3200,WALM096,Eagle Pass,Fashion accessories,82.0,1.0,2021-08-02,2026-01-09 16:50:00,Ewallet,9.0,0.18,82.0,16,Monday,8,Afternoon,82.0,14.76
3200,3201,WALM017,McKinney,Home and lifestyle,30.0,3.0,2020-09-28,2026-01-09 18:31:00,Ewallet,5.0,0.48,90.0,18,Monday,9,Evening,90.0,43.199999999999996
3201,3202,WALM019,Pasadena,Fashion accessories,67.0,1.0,2020-11-27,2026-01-09 11:56:00,Ewallet,9.0,0.48,67.0,11,Friday,11,Morning,67.0,32.16
3202,3203,WALM097,Alice,Home and lifestyle,34.0,1.0,2021-11-22,2026-01-09 22:27:00,Ewallet,8.0,0.18,34.0,22,Monday,11,Evening,34.0,6.12
3203,3204,WALM021,McAllen,Fashion accessories,80.0,1.0,2020-10-14,2026-01-09 14:14:00,Ewallet,8.0,0.48,80.0,14,Wednesday,10,Afternoon,80.0,38.4
3204,3205,WALM043,Baytown,Home and lifestyle,22.0,1.0,2020-12-12,2026-01-09 20:46:00,Ewallet,4.0,0.48,22.0,20,Saturday,12,Evening,22.0,10.559999999999999
3205,3206,WALM053,Conroe,Fashion accessories,47.0,3.0,2023-10-07,2026-01-09 10:56:00,Ewallet,6.0,0.21,141.0,10,Saturday,10,Morning,141.0,29.61
3206,3207,WALM018,Frisco,Home and lifestyle,51.0,1.0,2021-03-10,2026-01-09 17:45:00,Ewallet,7.0,0.48,51.0,17,Wednesday,3,Afternoon,51.0,24.48
3207,3208,WALM030,Richardson,Fashion accessories,58.0,1.0,2022-07-09,2026-01-09 08:26:00,Ewallet,4.0,0.48,58.0,8,Saturday,7,Morning,58.0,27.84
3208,3209,WALM063,Georgetown,Home and lifestyle,32.0,2.0,2021-10-30,2026-01-09 16:31:00,Ewallet,6.0,0.33,64.0,16,Saturday,10,Afternoon,64.0,21.12
3209,3210,WALM043,Baytown,Fashion accessories,30.0,1.0,2020-06-12,2026-01-09 19:18:00,Ewallet,6.0,0.48,30.0,19,Friday,6,Evening,30.0,14.399999999999999
3210,3211,WALM097,Alice,Home and lifestyle,37.0,1.0,2020-08-25,2026-01-09 17:38:00,Ewallet,4.0,0.18,37.0,17,Tuesday,8,Afternoon,37.0,6.66
3211,3212,WALM078,Del Rio,Fashion accessories,53.0,3.0,2022-01-22,2026-01-09 09:14:00,Ewallet,7.0,0.33,159.0,9,Saturday,1,Morning,159.0,52.470000000000006
3212,3213,WALM043,Baytown,Home and lifestyle,56.0,2.0,2020-02-18,2026-01-09 11:22:00,Ewallet,8.0,0.48,112.0,11,Tuesday,2,Morning,112.0,53.76
3213,3214,WALM077,Coppell,Fashion accessories,72.0,2.0,2021-10-17,2026-01-09 07:48:00,Ewallet,6.0,0.33,144.0,7,Sunday,10,Morning,144.0,47.52
3214,3215,WALM100,Canyon,Home and lifestyle,60.0,1.0,2023-11-27,2026-01-09 08:20:00,Ewallet,4.0,0.18,60.0,8,Monday,11,Morning,60.0,10.799999999999999
3215,3216,WALM018,Frisco,Fashion accessories,40.0,1.0,2021-09-12,2026-01-09 16:39:00,Ewallet,6.0,0.48,40.0,16,Sunday,9,Afternoon,40.0,19.2
3216,3217,WALM012,Garland,Home and lifestyle,19.0,3.0,2020-09-11,2026-01-09 18:16:00,Ewallet,4.0,0.48,57.0,18,Friday,9,Evening,57.0,27.36
3217,3218,WALM095,Big Spring,Fashion accessories,66.0,2.0,2022-08-26,2026-01-09 07:18:00,Ewallet,6.0,0.33,132.0,7,Friday,8,Morning,132.0,43.56
3218,3219,WALM028,Odessa,Home and lifestyle,54.0,1.0,2021-12-18,2026-01-09 22:42:00,Ewallet,5.0,0.48,54.0,22,Saturday,12,Evening,54.0,25.919999999999998
3219,3220,WALM066,Grapevine,Fashion accessories,80.0,3.0,2022-08-31,2026-01-09 20:41:00,Ewallet,7.0,0.33,240.0,20,Wednesday,8,Evening,240.0,79.2
3220,3221,WALM070,Hurst,Home and lifestyle,50.0,1.0,2021-11-21,2026-01-09 22:00:00,Ewallet,7.0,0.33,50.0,22,Sunday,11,Evening,50.0,16.5
3221,3222,WALM062,Galveston,Fashion accessories,58.0,3.0,2021-08-03,2026-01-09 20:16:00,Ewallet,7.0,0.33,174.0,20,Tuesday,8,Evening,174.0,57.42
3222,3223,WALM036,Allen,Home and lifestyle,31.0,1.0,2022-10-17,2026-01-09 11:35:00,Ewallet,5.0,0.48,31.0,11,Monday,10,Morning,31.0,14.879999999999999
3223,3224,WALM083,Farmers Branch,Fashion accessories,29.0,1.0,2020-08-01,2026-01-09 14:33:00,Ewallet,7.0,0.33,29.0,14,Saturday,8,Afternoon,29.0,9.57
3224,3225,WALM001,Houston,Home and lifestyle,31.0,3.0,2021-12-28,2026-01-09 10:06:00,Ewallet,6.0,0.36,93.0,10,Tuesday,12,Morning,93.0,33.48
3225,3226,WALM017,McKinney,Fashion accessories,85.0,3.0,2021-12-26,2026-01-09 19:47:00,Ewallet,5.0,0.48,255.0,19,Sunday,12,Evening,255.0,122.39999999999999
3226,3227,WALM037,League City,Home and lifestyle,83.0,2.0,2020-09-03,2026-01-09 14:34:00,Ewallet,4.0,0.48,166.0,14,Thursday,9,Afternoon,166.0,79.67999999999999
3227,3228,WALM005,Fort Worth,Fashion accessories,25.0,1.0,2021-11-08,2026-01-09 08:52:00,Ewallet,5.0,0.48,25.0,8,Monday,11,Morning,25.0,12.0
3228,3229,WALM044,Pharr,Home and lifestyle,60.0,2.0,2023-10-24,2026-01-09 13:43:00,Ewallet,7.0,0.48,120.0,13,Tuesday,10,Afternoon,120.0,57.599999999999994
3229,3230,WALM068,Burleson,Fashion accessories,76.0,3.0,2021-10-11,2026-01-09 06:46:00,Ewallet,7.0,0.33,228.0,6,Monday,10,Morning,228.0,75.24000000000001
3230,3231,WALM008,Corpus Christi,Home and lifestyle,57.0,2.0,2021-10-12,2026-01-09 22:48:00,Ewallet,8.0,0.48,114.0,22,Tuesday,10,Evening,114.0,54.72
3231,3232,WALM010,Laredo,Fashion accessories,74.0,3.0,2021-09-07,2026-01-09 22:56:00,Ewallet,6.0,0.48,222.0,22,Tuesday,9,Evening,222.0,106.56
3232,3233,WALM094,Alamo,Home and lifestyle,51.0,3.0,2021-10-06,2026-01-09 14:43:00,Ewallet,4.0,0.33,153.0,14,Wednesday,10,Afternoon,153.0,50.49
3233,3234,WALM013,Irving,Fashion accessories,35.0,3.0,2023-11-17,2026-01-09 20:44:00,Ewallet,5.0,0.48,105.0,20,Friday,11,Evening,105.0,50.4
3234,3235,WALM077,Coppell,Home and lifestyle,20.0,2.0,2021-12-07,2026-01-09 17:13:00,Ewallet,7.0,0.33,40.0,17,Tuesday,12,Afternoon,40.0,13.200000000000001
3235,3236,WALM088,Cleburne,Fashion accessories,65.0,1.0,2023-08-13,2026-01-09 20:22:00,Ewallet,5.0,0.33,65.0,20,Sunday,8,Evening,65.0,21.45
3236,3237,WALM020,Killeen,Home and lifestyle,64.0,3.0,2020-09-15,2026-01-09 15:55:00,Ewallet,8.0,0.48,192.0,15,Tuesday,9,Afternoon,192.0,92.16
3237,3238,WALM062,Galveston,Fashion accessories,61.0,1.0,2021-12-01,2026-01-09 15:14:00,Ewallet,4.0,0.33,61.0,15,Wednesday,12,Afternoon,61.0,20.130000000000003
3238,3239,WALM004,Austin,Home and lifestyle,16.0,1.0,2020-08-23,2026-01-09 08:27:00,Ewallet,6.0,0.48,16.0,8,Sunday,8,Morning,16.0,7.68
3239,3240,WALM063,Georgetown,Fashion accessories,68.0,1.0,2020-08-11,2026-01-09 08:36:00,Ewallet,7.0,0.33,68.0,8,Tuesday,8,Morning,68.0,22.44
3240,3241,WALM080,Nacogdoches,Home and lifestyle,70.0,3.0,2020-12-03,2026-01-09 18:43:00,Ewallet,8.0,0.33,210.0,18,Thursday,12,Evening,210.0,69.3
3241,3242,WALM042,Bryan,Fashion accessories,76.0,1.0,2021-08-11,2026-01-09 09:42:00,Ewallet,4.0,0.48,76.0,9,Wednesday,8,Morning,76.0,36.48
3242,3243,WALM061,Cedar Park,Home and lifestyle,84.0,2.0,2022-12-01,2026-01-09 19:09:00,Ewallet,8.0,0.33,168.0,19,Thursday,12,Evening,168.0,55.440000000000005
3243,3244,WALM066,Grapevine,Fashion accessories,18.0,2.0,2020-10-23,2026-01-09 10:27:00,Ewallet,7.0,0.33,36.0,10,Friday,10,Morning,36.0,11.88
3244,3245,WALM044,Pharr,Home and lifestyle,71.0,1.0,2023-09-10,2026-01-09 14:27:00,Ewallet,5.0,0.48,71.0,14,Sunday,9,Afternoon,71.0,34.08
3245,3246,WALM076,Huntsville,Fashion accessories,44.0,3.0,2023-12-28,2026-01-09 14:12:00,Ewallet,6.0,0.33,132.0,14,Thursday,12,Afternoon,132.0,43.56
3246,3247,WALM093,Angleton,Home and lifestyle,27.0,1.0,2020-12-20,2026-01-09 16:54:00,Ewallet,7.0,0.33,27.0,16,Sunday,12,Afternoon,27.0,8.91
3247,3248,WALM031,Lewisville,Fashion accessories,52.0,1.0,2023-10-08,2026-01-09 20:48:00,Ewallet,7.0,0.48,52.0,20,Sunday,10,Evening,52.0,24.96
3248,3249,WALM071,Lufkin,Home and lifestyle,23.0,3.0,2023-09-06,2026-01-09 15:11:00,Ewallet,5.0,0.33,69.0,15,Wednesday,9,Afternoon,69.0,22.77
3249,3250,WALM027,Abilene,Fashion accessories,51.0,2.0,2020-12-24,2026-01-09 12:28:00,Ewallet,9.0,0.48,102.0,12,Thursday,12,Afternoon,102.0,48.96
3250,3251,WALM041,Mission,Home and lifestyle,71.0,1.0,2020-11-05,2026-01-09 07:48:00,Ewallet,6.0,0.48,71.0,7,Thursday,11,Morning,71.0,34.08
3251,3252,WALM030,Richardson,Fashion accessories,30.0,1.0,2023-11-27,2026-01-09 20:18:00,Ewallet,7.0,0.48,30.0,20,Monday,11,Evening,30.0,14.399999999999999
3252,3253,WALM024,Carrollton,Home and lifestyle,80.0,3.0,2020-10-12,2026-01-09 14:00:00,Ewallet,4.0,0.48,240.0,14,Monday,10,Afternoon,240.0,115.19999999999999
3253,3254,WALM071,Lufkin,Fashion accessories,54.0,1.0,2020-09-30,2026-01-09 13:31:00,Ewallet,5.0,0.33,54.0,13,Wednesday,9,Afternoon,54.0,17.82
3254,3255,WALM004,Austin,Home and lifestyle,15.0,2.0,2020-12-28,2026-01-09 17:52:00,Ewallet,6.0,0.48,30.0,17,Monday,12,Afternoon,30.0,14.399999999999999
3255,3256,WALM072,Lancaster,Fashion accessories,16.0,1.0,2020-08-28,2026-01-09 13:14:00,Ewallet,7.0,0.33,16.0,13,Friday,8,Afternoon,16.0,5.28
3256,3257,WALM067,Haltom City,Home and lifestyle,36.0,3.0,2023-12-03,2026-01-09 15:41:00,Ewallet,6.0,0.33,108.0,15,Sunday,12,Afternoon,108.0,35.64
3257,3258,WALM077,Coppell,Fashion accessories,58.0,2.0,2021-12-15,2026-01-09 16:30:00,Ewallet,8.0,0.33,116.0,16,Wednesday,12,Afternoon,116.0,38.28
3258,3259,WALM070,Hurst,Home and lifestyle,63.0,1.0,2020-08-11,2026-01-09 19:28:00,Ewallet,5.0,0.33,63.0,19,Tuesday,8,Evening,63.0,20.790000000000003
3259,3260,WALM058,Port Arthur,Fashion accessories,29.0,3.0,2023-08-23,2026-01-09 21:12:00,Ewallet,8.0,0.33,87.0,21,Wednesday,8,Evening,87.0,28.71
3260,3261,WALM067,Haltom City,Home and lifestyle,31.0,2.0,2020-12-05,2026-01-09 14:06:00,Ewallet,9.0,0.33,62.0,14,Saturday,12,Afternoon,62.0,20.46
3261,3262,WALM009,Plano,Fashion accessories,22.0,3.0,2022-08-17,2026-01-09 13:36:00,Ewallet,8.0,0.48,66.0,13,Wednesday,8,Afternoon,66.0,31.68
3262,3263,WALM060,DeSoto,Home and lifestyle,45.0,1.0,2023-08-16,2026-01-09 19:59:00,Ewallet,8.0,0.33,45.0,19,Wednesday,8,Evening,45.0,14.850000000000001
3263,3264,WALM098,Mineral Wells,Fashion accessories,72.0,1.0,2021-08-22,2026-01-09 15:13:00,Ewallet,6.0,0.18,72.0,15,Sunday,8,Afternoon,72.0,12.959999999999999
3264,3265,WALM022,Mesquite,Home and lifestyle,68.0,3.0,2023-11-16,2026-01-09 15:59:00,Ewallet,6.0,0.48,204.0,15,Thursday,11,Afternoon,204.0,97.92
3265,3266,WALM093,Angleton,Fashion accessories,26.0,2.0,2023-12-16,2026-01-09 20:40:00,Ewallet,8.0,0.33,52.0,20,Saturday,12,Evening,52.0,17.16
3266,3267,WALM094,Alamo,Home and lifestyle,22.0,2.0,2022-10-27,2026-01-09 06:13:00,Ewallet,9.0,0.33,44.0,6,Thursday,10,Morning,44.0,14.520000000000001
3267,3268,WALM059,Pflugerville,Fashion accessories,52.0,1.0,2020-11-21,2026-01-09 07:00:00,Ewallet,5.0,0.33,52.0,7,Saturday,11,Morning,52.0,17.16
3268,3269,WALM080,Nacogdoches,Home and lifestyle,30.0,3.0,2020-08-19,2026-01-09 11:44:00,Ewallet,5.0,0.33,90.0,11,Wednesday,8,Morning,90.0,29.700000000000003
3269,3270,WALM066,Grapevine,Fashion accessories,68.0,3.0,2023-10-04,2026-01-09 21:20:00,Ewallet,8.0,0.33,204.0,21,Wednesday,10,Evening,204.0,67.32000000000001
3270,3271,WALM094,Alamo,Home and lifestyle,66.0,3.0,2022-08-04,2026-01-09 16:23:00,Ewallet,5.0,0.33,198.0,16,Thursday,8,Afternoon,198.0,65.34
3271,3272,WALM017,McKinney,Fashion accessories,74.0,3.0,2021-10-09,2026-01-09 11:17:00,Ewallet,8.0,0.48,222.0,11,Saturday,10,Morning,222.0,106.56
3272,3273,WALM028,Odessa,Home and lifestyle,15.0,3.0,2023-09-25,2026-01-09 21:32:00,Ewallet,6.0,0.48,45.0,21,Monday,9,Evening,45.0,21.599999999999998
